job_id,job_title,job_url,job_company,job_location,job_salary,job_description,job_skills
1034,Sr. Devops Engineer,https://wuzzuf.net/jobs/p/Wt7147aMiaOs-Sr-Devops-Engineer-Raya-Customer-Experience-Cairo-Egypt?o=975&l=sp&t=sj&a=search-v3,Raya Customer Experience,"Raya Customer Experience - New Cairo, Cairo",4 to 5 years,"DevOps engineers need to be able to multitask, demonstrate flexibility, and deal with many different situations at a time. Documentation: Writes specifications and documentation for the server-side features.Systems analysis: Analyzes the technology currently being used and develops plans and processes for improvement and expansion. The DevOps engineer provides support for urgent analytic needs.@Development: Develops, codes, builds, installs, configures, and maintains IT solutions.Project planning: Participates in project planning meetings to share their knowledge of system options, risk, impact, and costs vs. benefits. In addition, DevOps engineers communicate operational requirements and development forecasts.Testing: Tests code, processes, and deployments to identify ways to streamline and minimize errors.Deployment: Uses configuration management software to automatically deploy updates and fixes into the production environment.Maintenance and troubleshooting: Perform routine application maintenance to ensure the production environment runs smoothly. Develops maintenance requirements and procedures.Performance management: Recommends performance enhancements by performing gap analysis, identifying alternative solutions, and assisting with modifications.Management: Depending on the size of the organization, the DevOps engineer may also be responsible for managing a team of DevOps engineers.",git*devops*docker*software development*computer science*engineering*agile*information technology (it)*java*javascript*python*software engineering*
1035,Senior Technical Support Specialist (Behira),https://wuzzuf.net/jobs/p/f1OSq7IG7LIS-Senior-Technical-Support-Specialist-Behira-Al-Watania-Poultry-Beheira-Egypt?o=970&l=sp&t=sj&a=search-v3,Al Watania Poultry,"Al Watania Poultry - Wadi Alnatrun, Beheira",3 to 5 years,"Act as the first point of contact for all functional and system-related concerns from clients or other employees.Installing and configuring computer hardware, software, systems, peripheral communications equipment, networks, printers, and scanners as per company standards, setting up accounts for new users, and support User’s Email Access and Troubleshooting.Establish routine tasks to clean and update systems related to end user machines.Support the HQ and Branches Network Infrastructure including Cables Termination, Routers, and Switches installation and configuration.Analyzing, troubleshooting, and evaluating technology issues, and fixable to support employees in different ways and solve issues in place, via the telephone or Email.Troubleshoots and performs various technical computer and peripheral repair duties that include but are not limited to server backup operations, identification, and replacement and repair of components.Updates existing security software on networks and workstations. Tests existing operating systems and personal computers for potential viruses and security problems.Monitors status of network equipment to ensure constant availability. Takes corrective actions and notifies other staff of unresolved problems.Performs other related duties as assigned",computer science*communication*tcp/ip*information technology (it)*firewall*dhcp*dns*technical support*engineering*customer support*
1036,Security Operations Center ( SOC tier 2 ) - International Bank,https://wuzzuf.net/jobs/p/qUbs1tnp9k1Y-Security-Operations-Center-SOC-tier-2---International-Bank-Pillars-Cairo-Egypt?o=968&l=sp&t=sj&a=search-v3,Pillars,"Pillars - Cairo, Egypt",3 to 5 years,"Duties & ResponsibilitiesWorking closely with IT admins to minimize false positives from the security tools.Full root cause analysis and level 1 incident investigation.Provide Incident Response actions and remediation recommendationsFull Incident Management and Incident ResolutionThreat Intelligence and ongoing information GatheringSecurity Events Trend AnalysisLeverages emerging threat intelligence (IOCs, updated rules, etc.) to identify affected systems and the scope of the attack.Create knowledge base article with incident details along with the resolution, which serves as a reference to SOC team in case of repetition of the same/similar incident in future.Track, analyse and understand the characteristics of latest threats, malware and vulnerability information and perform an assessment of the applicability of the same to the environment.Translate the logic to implementation by configuring resources such as Rules, Reports, Dashboards and Filters …etc. in SOC monitoring tools to detect the threats or anomalies.Create and maintain the alerts/dashboards/ reports inventory document.Analyse and investigate the alerts in SOC monitoring tools to report any abnormal behaviours, suspicious activities, traffic anomalies etc.Develop and configure use cases in SOC monitoring tools to detect and alert the non-compliance status and support the threat detection guidelines as per IT security team.Ensure that security significant logs are available in SOC monitoring tools for analysis and investigation",it*gcih*security*security operations*computer science*engineering*information technology (it)*telecom engineering*
1037,Software Engineer,https://wuzzuf.net/jobs/p/gmWb12CPF9am-Software-Engineer-TensorGraph-Cairo-Egypt?o=977&l=sp&t=sj&a=search-v3,TensorGraph,"TensorGraph - Maadi, Cairo",1 to 3 years,"TensorGraph is looking for a passionate candidate with robust Software and programming skills, is passionate about technology, is highly motivated to make an impact, is eager to learn and grow, can develop quick prototypes and integration of large complex systems, and handle large volumes of data. Our work environment offers opportunities to conduct applied research, incubate innovative ideas and technologies, grow in-depth expertise, and interact with the top experts in the field.Responsibilities include:Designing, coding, and releasing complex software componentsBuild and Design complex systems.Good communication skills and cross-organizational interactions.interact with NLP engineers and ML problems to dive deep into the types of challenges that we need innovative solutions forDeployment of services on the cloud and subsequent support and maintenance",angular*javascript*sql*software development*software engineering*chatbot*algorithms*data structures*information technology (it)*computer science*aws*mongodb*python*node.js*oop*
1038,Senior Project Manager (Banking),https://wuzzuf.net/jobs/p/pDinME4OQ8na-Senior-Project-Manager-Banking-Pillars-Cairo-Egypt?o=988&l=sp&t=sj&a=search-v3,Pillars,"Pillars - Cairo, Egypt",6 to 9 years,"Job Purpose: Manage, and follow up on all the works and activities related to Bank projects in order to achieve our strategic plans by using a variety of project management techniques to ensure that projects are achieving their objectives/goals.Duties & Responsibilities:Key Responsibility:Review carefully new issued RFP in order to ensure that tender is within scope and approved budget.Issuing and finalizing required initial and final memos for project initiation.Follow up on issuing required POs, NDA, and contract submissions.Projects' cash flow review with management and to provide alternative solutions that can achieve budget saving.Initiate regular weekly report showing the status of the projects on hand.Management of both internal resources and a variety of external vendors and service providers.Manage vendors, delivery schedules and follow up with vendors on related issues.Handle all assigned customer requests within the agreed project plan.Manage escalations related to projects.Ensure customer satisfaction in all assigned tasks.On-time notification & problems escalation / project incidents to management. Communicate in cross-function groups and committees as may be required to handle cross projects or issues.Meet with projects stakeholders as a group and as individual to follow up on project progress, give direction and feedback.Project delivery is within planned time frames and allocated budget.Ensure that project documentation are fulfilled and maintained.Proper handover project to concerned stakeholders.Follow Bank/team processes.Supervisory Responsibility:Follow up and provide support to project coordinatorsInternal Contacts:All Bank Sectors and managementsExternal Contacts:Vendors, Suppliers, and partnersConfidentiality “Access to Confidential Information”RFPs, contracts, POs, and vendors response and offering (technical and financial) ",project manager*project management*banking*banking sector*communication*ms office*english*pmp*
1039,Governance Risk & Compliance (GRC Banking),https://wuzzuf.net/jobs/p/gw1DJWrXV1W8-Governance-Risk-Compliance-GRC-Banking-Pillars-Cairo-Egypt?o=981&l=sp&t=sj&a=search-v3,Pillars,"Pillars - Cairo, Egypt",More than 2 years," Perform security reviews, identify gaps in security architecture, and develop a security risk management plan.Perform risk analysis (e.g., threat, vulnerability, and probability of occurrence) whenever an application or system undergoes a major change.Plan and conduct security authorization reviews and assurance case development for new and existing installation of systems and networks to confirm that risk is within acceptable limits.Provide input to the Risk Management Framework process activities and related documentation (e.g., system life-cycle support plans, concept of operations, operational procedures, and maintenance training materials).Verify and update security documentation reflecting the application/system security design features.Verify that application software/network/system security postures are implemented as stated, document deviations, and recommend required actions to correct those deviations.Develop security compliance processes and/or audits for external services (e.g., cloud service providers, data centers).Participate in Risk Governance process to provide security risks, mitigations, and input on other technical risk.Ensure that plans of actions and milestones or remediation plans are in place for vulnerabilities identified during risk assessments, audits, inspections, etc.Assure successful implementation and functionality of security requirements and appropriate IT policies and procedures that are consistent with the organization's mission and goals.Ensure that security design and cybersecurity development activities are properly documented (providing a functional description of security implementation) and updated as necessary.Support necessary compliance activities (e.g., ensure that system security configuration guidelines are followed, compliance monitoring occurs).Ensure that all acquisitions, procurements, and outsourcing efforts address information security requirements consistent with organization goals.Conduct interactive training exercises to create an effective learning environmentDevelop new or enhance existing awareness and training materials that are appropriate for intended audiences.  ",computer science*cybersecurity*cyber security*it service management*cisa*engineering*information technology (it)*telecom engineering*
1040,DevOps & Cloud Engineer,https://wuzzuf.net/jobs/p/1mRUGIk37knn-DevOps-Cloud-Engineer-RDI-Giza-Egypt?o=983&l=sp&t=sj&a=search-v3,RDI,"RDI - Giza, Giza",1 to 3 years,"RDI is looking for a DevOps & Cloud Engineer to help us manage enterprise-scale and highly secure cloud platforms to support critical workloads and deploy our products to cloud services like GCP and AWS.Core ResponsibilitiesInfluence and set DevOps strategies in the areas of automation, platforms, and products within the team.Streamline our software development life cycle for Cloud-based platforms.Support the development of secure cloud platforms to the operational tasks and security guardrails we build for end-users.Deploy and maintain CI/CD pipelines across multiple environments.Implement automation, effective monitoring, and infrastructure-as-code.Manage auto-scaling, load balancers, health checks, etc.Choose the right size and capacity required for running a service (number of instances, disk size, instance type, etc.).Tracks and support the rollback version and deployment.Defines rollback strategies for features/services (canary deployments, shadow systems, etc.).Troubleshooting and supporting build, test, and deployment incidents if they happen, by looking at the alerts at a meta level and dissect error logs.",aws*cloud*devops*ruby*bash*perl*python*linux*docker*kubernetes*google cloud*information technology (it)*telecom engineering*computer science*
1041,Wordpress Developer,https://wuzzuf.net/jobs/p/V4ftz1JDxDYr-Wordpress-Developer-Creator-Giza-Egypt?o=976&l=sp&t=sj&a=search-v3,Creator,"Creator - Sheikh Zayed, Giza",3 to 5 years,"Wordpress developer ResponsibilitiesCustom WordPress theme buildingFamiliar with NPM, Gulp, WebPack and modern build toolsStrong front-end skills (CSS, SCSS, Flexbox, Javascript/jQuery)Experience working with AJAX in a WordPress environmentExperience working with Advanced Custom FieldsExperience using WordPress’s actions/hooksExperience optimizing a website for page speed and SEO best practicesPHP experience that extends beyond native WordPress PHPExperience making/troubleshooting third-party API connections from a WordPress environmentStrong technical troubleshooting and self-efficiency skillsExperience with SSH, GitAn eye for design is a plus",english*computer science*html*css*wordpress*javascript*information technology (it)*seo*php*jquery*engineering*git*wordpress cms*mysql database*back-end development*front-end development*
1042,.NET Developer,https://wuzzuf.net/jobs/p/LWlGI6bXi57H-NET-Developer-QOAD-Cairo-Egypt?o=990&l=sp&t=sj&a=search-v3,QOAD ,"QOAD  - Sheraton, Cairo",1 to 3 years,"Write clean, scalable code using .NET programming languagesDevelop technical interfaces, specifications, and architectureUse and adapt existing web applications for appsCreate and test software prototypesCoordinate with other software professionals and developers",c#*oop*ddd*angular*mvc*cycle*information technology (it)*computer science*.net*javascript*html5*css3*agile*software*web api*git*software development*software engineering*design*
1043,Account Manager,https://wuzzuf.net/jobs/p/Yv9kH6M8QXCR-Account-Manager-Bevatel-Giza-Egypt?o=980&l=sp&t=sj&a=search-v3,Bevatel,"Bevatel - Dokki, Giza",1 to 3 years,"Take inquiries and requests from Clients and address their needs. Update the Graphic team and content team with client edits or updates.Stay on top of accounts, making sure they’re receiving services that are within their budget and meeting their needs.Meet regularly with other members of the team to discuss progress and find new ways to improve business.Generate progress reports to give to clients and higher-ups within the organization.Identify upsell, cross-sell, and renewal opportunities and communicate with the sales team regularly.",account management*communication skills*software solutions*organizational skills*problem solving*cloud call center*ivr*crm*hotlines*what'sapp business api*communication*
1044,Configuration & Release Manager,https://wuzzuf.net/jobs/p/U6wIIyUklJxP-Configuration-Release-Manager-E-tax-Giza-Egypt?o=987&l=sp&t=sj&a=search-v3,E-tax,"E-tax - Abu Rawash, Giza",3 to 5 years,"About this role:Qualified Configuration & Release Management Specialist with experience in data management, configuration identification, and control, standards and procedures development, release management, configuration status accounting, and configuration auditing. Responsible for managing the complete software delivery life cycle. Works with the development and IT operation teams from the start of the process to the end but is also responsible for planning the shorter feedback and scheduling fast releases. Control of the technical configuration of project and services assets by applying processes for documentation, change control management, reconfiguration, baselining, data management, and other relevant processes.Job DescriptionPlan the release of project deliverables and release life cycle.Communicate the project-related tasks such as plans, timelines, requirements, etc. between different teams.Coordinate the release schedule and resources required depending upon the third-party applications, defect backlogs, planned releases, and infrastructure updates. Identify the risks that can delay the release and manage them, such that the scope scheduled, and the release’s quality are not affected.Track the progress and find issues, if any. Always work to improve the process of release.Make sure that the release is planned, according to the requirements and budget.Schedule the release readiness reviews before deployment and milestone reviews after each release.Create plans for the implementation and deployment as per the release schedule.Plan and give weekly updates on the release activitiesLead the Go-Live activities to deploy the software successfully.Team up with relevant development teams responsible for building the automation tools used to develop and deploy the software.Schedule the CAB meetings to discuss the release schedules with the team and find roadblocks, if any.Maintain documentation related to procedures on build and release, various notifications lists, and dependencies.Make improvements in the methodologies used for configuration management and software development that helps find ways to use in configuration management.Provide configuration management planningAdminister and maintain version control softwareProvides design guidance on the structure of the CMDB, including CI types, naming conventions, required and optional attributes, and relationships.Administer and configure CMDB Define provisions for configuration identification, change control, configuration status accounting, and configuration auditsSupport the source change process so that only approved and validated changes are incorporated into product documents and related softwareProvide support to project teams in configuring and base-lining project items.Support the software quality assurance process auditsBuilding and setting up new deployment tools and infrastructureWorking on ways to automate and improve development and release processesWorking with software developers and software engineers to ensure that development follows established processes and works as intendedFull responsibility for migration and upgrading to new release",agile*computer engineering*computer science*configuration management*devops*configuration*docker*git*information technology (it)*installation*software*software development*
1045,Specialist - Information Security,https://wuzzuf.net/jobs/p/yilfWN0rmMEg-Specialist---Information-Security-Allianz-Cairo-Egypt?o=982&l=sp&t=sj&a=search-v3,Allianz,"Allianz - New Cairo, Cairo",0 to 3 years,"Control & Review Audits/assessments; management of incident   prevention, detection and incident response and ensure ongoing maintenance of  security.Risk Assessment Develop and implement an ongoing risk assessment program targeting information security . Recommend methods foe vulnerability detection and remediation and oversee vulnerability testing . Handle the incident response planning as well as the investigation of security breaches, and assist with disciplinary and legal matters associated with such breaches as necessary.   Contact with IT division and business units to assess external and internal threat vulnerabilities and understand the nature and probability of catastrophic and significant security risk events. Develop information security baselines. Investigate, recommend, evaluate, deploy and integrate security tools and techniques to improve protection of Company assets and infrastructure. Set up procedures and automated processes to monitor the status of computers and networks. If the monitoring system detects unusual patterns of behavior, respond quickly to determine the cause and deal with any threat. Also analyze reports generated by the monitoring system to identify trends that might indicate a future risk.Work with project teams to ensure the technical architecture, design and development of integrated company/business/technical  systems and products are secure.Review new security information issues, products, technologies and services continually and recommend appropriate actions. ",computer science*information technology (it)*computer engineering*information security*network*security*software*
1046,Security Operations Center ( SOC Tier 1 ) - International Bank,https://wuzzuf.net/jobs/p/4G82DJJIm8z9-Security-Operations-Center-SOC-Tier-1---International-Bank-Pillars-Cairo-Egypt?o=979&l=sp&t=sj&a=search-v3,Pillars,"Pillars - Cairo, Egypt",More than 2 years,"Duties & ResponsibilitiesCharacterize and analyze network traffic to identify anomalous activity and potential threats.Coordinate with enterprise-wide cyber defense staff to validate network alerts.Document and escalate incidents (including event's history, status, and potential impact for further action) that may cause ongoing and immediate impact to the environment.Perform event correlation using information gathered from a variety of sources within the enterprise to gain situational awareness and determine the effectiveness of an observed attack.Provide daily summary reports of network events and activity relevant to cyber defense practices.Receive and analyze network alerts from various sources within the enterprise and determine possible causes of such alerts.Provide timely detection, identification, and alerting of possible attacks/intrusions, anomalous activities, and misuse activities and distinguish these incidents and events from benign activities.Use cyber defense tools for monitoring and analysis of system activity to identify malicious activity.Determine tactics, techniques, and procedures (TTPs) for intrusion sets.Examine network topologies to understand data flows through the network.Conduct research, analysis, and correlation across a wide variety of all source data sets.Identify applications and operating systems of a network device based on network traffic.Identify network mapping and operating system (OS) fingerprinting activities.Assist in the construction of signatures which can be implemented on cyber defense network tools in response to new observed threats within the network environment or enclave.Notify designated managers and cyber incident responders of suspected cyber incidents and articulate the event's history, status, and potential impact for further action in accordance with the organization's cyber incident response plan.Monitor external data sources (e.g., cyber defense vendor sites, Computer EmergencyResponse Teams, Security Focus) to maintain currency of cyber defense threat condition and determine which security issues may have an impact on the enterprise.Work with stakeholders to resolve computer security incidents and vulnerability compliance.",soc analyst*giac*security*security operations*engineering*analyst*gcih*ccna*information technology (it)*telecom engineering*
1047,Senior Site Engineer AV-Systems,https://wuzzuf.net/jobs/p/qrEf191vorBw-Senior-Site-Engineer-AV-Systems-Audio-Technology-Cairo-Egypt?o=978&l=sp&t=sj&a=search-v3,Audio Technology,"Audio Technology - Heliopolis, Cairo",More than 3 years,"Prepare the execution Plan of projects via phases based on agreed time and to follow up the progress on regular basis. This will ensure the achieving of projects on time and satisfy the clients.Deliver the required works during the project phases and to support the site technicians in terms of supplying all needs. This will help the team to achieve the desired targets.Deliver the required technical training to technicians in order to implement the projects works in a quality way and according to the standard.Work with his team to solve all problems during the execution of projects in easer, timely, and effective way to smooth the business on regular basis.Prepare all kinds of reports that support his manager, that enables him to evaluate the progress of project completion in a quality way.Follow up all the projects correspondence with the clientsManage to develop the technical group in terms of technical skills that will improve their competences.Deliver the evaluation / appraisal reports of the technicians according to HR Department policies.Co-ordinate / communicate with other departments in terms of providing and exchange data / information …etc. that will support them in their activities and build a smooth relationship with all employees.Undertake other tasks as assigned that suitable the competence of the employee. These tasks will be assigned via a mutually agreed with the Audio Visual department manager. These will enable the company to achieve the best utilization of the human resources' capabilities.",engineering*audiovisual*av*communication skills*computer science*information technology (it)*computer engineering*installation*english*programming*arabic*configuration*
1048,Senior Innovation Specialist,https://wuzzuf.net/jobs/p/oMQAzYvVkKHq-Senior-Innovation-Specialist-ITIDA-Giza-Egypt?o=986&l=sp&t=sj&a=search-v3,ITIDA,"ITIDA - 6th of October, Giza",3 to 5 years,"Develop project plans and budgetary needs in addition to other projects’ documents/ memos.Perform /Follow up on projects execution activities to achieve the targeted objectives and KPIs within the approved budget.Coordinate different activities with different projects’ stakeholdersMaintain updated KPIs as per the actual executionPrepare progress reports and create data visualizations/presentations as needed for higher management and public interfacesEngage in performing a variety of events management activities like, preparing and coordinating the execution of technical seminars, workshops and conferences.Represent TIEC in different local/ international meetings/eventsResponds to inquiries and requests from programs’ partners and beneficiaries regarding working projects/ programs, through friendly, professional manner, and providing appropriate assistance and information Support EgyptInnovate platform different activities as needed",entrepreneurship*innovation*project management*arabic*e-marketing*english*marketing*project*
1049,Business Analyst,https://wuzzuf.net/jobs/p/2SjC9WLmIrqk-Business-Analyst-Alef-Software-Company-Cairo-Egypt?o=989&l=sp&t=sj&a=search-v3,Alef Software Company,"Alef Software Company - Nasr City, Cairo",More than 3 years,"We are hiring a business analyst to join our team. You will work alongside other business analysts and report directly to the project manager. Your main tasks will include performing detailed requirements analysis, documenting processes, and performing some user acceptance testing.To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.",business*business analysis*analysis*analytical*planning*documentation*management*mba*computer science*information technology (it)*
1050,Incubation Specialist,https://wuzzuf.net/jobs/p/43fwmkPlbIxx-Incubation-Specialist-ITIDA-Giza-Egypt?o=984&l=sp&t=sj&a=search-v3,ITIDA,"ITIDA - 6th of October, Giza",1 to 3 years,Assist in new incubated companies’ selection and induction processesMonitor and evaluate incubated companies progress and needsManage the delivery of services to incubated companiesEstablish relationship with potential mentorsManage and update the mentorship program provided to incubated companiesDocument Incubated companies’ status and progressMaintain ongoing relationship with incubation AlumniAssist in the presentation of the incubation program in different entrepreneurship events and initiatives,incubators*computer science*business administration*vc*arabic*technical*
1051,Network Security Engineer - SOC,https://wuzzuf.net/jobs/p/yJDQeeYEcS5R-Network-Security-Engineer---SOC-Link-Datacenter-Giza-Egypt?o=985&l=sp&t=sj&a=search-v3,Link Datacenter,"Link Datacenter - Giza, Egypt",More than 2 years,"Detect, fingerprint, and mitigate cyber threats on a per-event basisParticipate in projects specific to Security Operations Center roadmapPerform security incident analysis and recommend remediation stepsWork escalations from SOC analysts to completion in ticket tracking systemCreate rules, filters, active channels, queries, trends and all other informational content based on use casesCommunicate and collaborate with security operations center analysts to optimize SIEM solution performance to better meet the needs of operationsTune correlation rules and event data quality to maximize SIEM system efficiencyProvide support, recommendations and optimization for the SIEM platformInterface with onsite clients to understand the quality aspects and expectations, as needed",ceh*computer engineering*computer science*gcih*gsec*information security*information technology (it)*network operations center*siem*security*soc*
1052,Full Stack PHP Developer,https://wuzzuf.net/jobs/p/dCIylpye72fR-Full-Stack-PHP-Developer-Luftborn-Cairo-Egypt?o=1005&l=sp&t=sj&a=search-v3,Luftborn,"Luftborn - Heliopolis, Cairo",2 to 4 years,"Meet and support customers and contribute to new projects and launches.Engage daily with customer gathering requirements and reporting project status.Develop, test, and maintain web and web service applications built on open source technologies.Design, develop, and test applications in accordance with established standards.Prepare reports, on the status, operation and maintenance of the software.Participate in any related solution reviews and design codes.Develop and tune integrations between applications.Analyze and resolve technical and application problems.Adhere to high-quality development standards.",laravel*php*javascript*apis*mvc*agile*computer science*information technology (it)*git*json*software development*sql*communication*
1053,IT Service Desk Service Delivery APAC & MEA,https://wuzzuf.net/jobs/p/EoqDKpAFNfCQ-IT-Service-Desk-Service-Delivery-APAC-MEA-Electrolux-Cairo-Egypt?o=991&l=sp&t=sj&a=search-v3,Electrolux,"Electrolux - Nasr City, Cairo",1 to 3 years,"The service desk role is primarily serving as the single point of contact for all issues related to IT. In this critical role, the service desk is responsible for effectively managing customer expectations, setting the organizational standard for customer engagement, serving as a communication channel between Employees and the IT organization, and, whenever possible, providing a first-contact resolution for customers.In addition to these essential tasks, the service desk is responsible for identifying and pursuing service improvement initiatives, managing complaint & suggestions.A strong, healthy service desk team is consistent; committed to quality and regular quality improvements; viewed throughout the organization as an important component of the IT team; which creates value for the whole organizations and support in preserving the company’s reputation and business. A Typical DayAct as first point of contact between IT department and the business Users.Incident Management Support including Incident Logging and Categorization, Incident Resolution, Service desk expected to get their hands on escalated incidents and either take action themselves or involve specialist support groups or suppliers that can help, Incident Management Reporting and Handling of Major Incidents by rapidly escalating the issue, Recruiting 2nd-level support if needed and issuing timely communications and status updates to users.Request Fulfillment Support including Request Logging and Categorization, fulfilling customer requests in an appropriate time frame, consistently monitoring the status of all service requests and escalating service requests to a higher resolution level when needed, Request Closure and Evaluation.Collect basic data and contact information from users.Create and maintain the Service Desk Knowledge base.Provide solutions proactively whenever possible.Manage users accounts, Computer accounts & Group management through Active Directory.Prepare all the Service Desk reports required by the management.Manage Hardware Maintenance with external maintenance agents.Log and manage IT Supplies and procurement activities on the company’s ERP system.Identifying continuous improvement opportunities in IT processes",it service management*service desk*engineering*
1054,Senior Back End Engineer [ Node ] High Growth Startup - Remote,https://wuzzuf.net/jobs/p/F15aTeA6zIUj-Senior-Back-End-Engineer-Node-High-Growth-Startup---Remote-Deal-Cairo-Egypt?o=995&l=sp&t=sj&a=search-v3,Deal,"Deal - Cairo, Egypt",More than 2 years,"We are looking for a experienced backend software engineer with a strong foundation in JavaScript, Node.js and MEAN stack in general. Your primary focus will be in the development of all server-side logic, definition, and maintenance of databases (NoSQL), and ensuring high performance and responsiveness to requests from the front-end. A basic understanding of front-end technologies is necessary as well.Responsibilities:Writing reusable, testable, and efficient codeDesign and implementation of low-latency, high-availability, and performant applicationsImplementation of security and data protectionIntegration of data storage solutions Redis, MongoDBCreating database schemas that represent and support business processesImplementing automated testing platforms and unit tests",information technology (it)*computer science*rest api*nodejs*back end*node.js*software development*back-end*javascript*restful*apis*restful apis*git*programming*mongodb*html5*team leadership*telecom engineering*
1055,VOIP Engineer,https://wuzzuf.net/jobs/p/WfuORsRMJikr-VOIP-Engineer-Bevatel-Giza-Egypt?o=992&l=sp&t=sj&a=search-v3,Bevatel,"Bevatel - Dokki, Giza",1 to 3 years,"Remotely Configurations & troubleshooting with customers to determine their networking needs.Analyzing existing VoIP networks and computer systems.Installing network hardware modules including IP Phones , PBX , Gateways devices .Designing and implementing different VoIP and contact centers systems.Troubleshooting VoIP network issues.",computer science*issabel*elastix*asterisk*software*voip*troubleshooting*grandstream*yeaster*information technology (it)*lan*ip*telecom engineering*
1056,Front End Engineer (Angular/Ionic) High Growth Startup,https://wuzzuf.net/jobs/p/kqWQhzhNZzcN-Front-End-Engineer-AngularIonic-High-Growth-Startup-Deal-Cairo-Egypt?o=996&l=sp&t=sj&a=search-v3,Deal,"Deal - Cairo, Egypt",More than 2 years,"https://dealapp.sa is one of the leading companies in real estate software solutions in Saudi Arabia. We are hiring a talented Frontend professional to join our team. If you're excited to be part of a winning team, Deal is a great place to grow your career. This is a very demanding with a steep learning curve opportunity, expect to be challenged and work with talented team, which will pay back in technical and personal growth.Implement a secure, well designed and responsive ionic web app that works on mobile and desktop.(PWA)Build dynamic dashboards with custom tables and chartsBuild and maintain updated libraries and abstractions and ensure user interface work well on all screen sizes, with cross-browser support.Design Photoshop & illustrator files into HTML PagesCreate website layouts and user interface by using standard HTML/CSS/JS practices from designs/mockupsAssure that all user input is validated before submitting to back-endGo through legacy code for existed projects to enhance and add more features.Optimize application for maximum speed and scalabilityCollaborate with other team members and stakeholders.Ability to share constructive feedback with team members (pull requests reviews)",front end*information technology (it)*software engineering*software development*html*css*js*sass*computer science*ionic*ionic 4*cordova*capacitor*jira*javascript*angular*telecom engineering*
1057,Senior .NET Developer,https://wuzzuf.net/jobs/p/4oeBGkKsCL1G-Senior-NET-Developer-QOAD-Cairo-Egypt?o=1001&l=sp&t=sj&a=search-v3,QOAD ,"QOAD  - Sheraton, Cairo",More than 6 years,"Write clean, scalable code using .NET programming languagesDevelop technical interfaces, specifications, and architectureUse and adapt existing web applications for appsCreate and test software prototypesCoordinate with other software professionals and developers ",c#*oop*ddd*angular*mvc*cycle*information technology (it)*computer science*.net*javascript*html5*css3*agile*software*web api*git*software development*software engineering*design*
1058,.Net Developer,https://wuzzuf.net/jobs/p/OicqB9jTGzNL-Net-Developer-Cairo-Egypt?o=1004&l=sp&t=sj&a=search-v3,Not Specified,"Confidential Company - Cairo, Egypt",More than 4 years,"Meeting with technology managers to determine application and website requirements.Upgrading existing .NET websites and applications.Analyzing system requirements and delegating development tasks.Developing technical specifications.Writing scalable code for .NET software applications.Reviewing and debugging .NET applications.Deploying functional websites, programs, and applications.Drafting software and application operating procedures.",computer science*developer*.net*information technology*communication skills*development*net*software development*front-end development*front-end*
1059,Product Engineer,https://wuzzuf.net/jobs/p/IpzadKdjAY0n-Product-Engineer-Collars-HR-Cairo-Egypt?o=1002&l=sp&t=sj&a=search-v3,Collars HR,"Collars HR - Cairo, Egypt",5 to 7 years,"Activity / ScopeEngineering Body In White Doors, ClosuresMission : Manage the studies of Body systems of complete components from phase advance to SOPMain Tasks :Build and defend concept choice files in front of the project.Manage cad model studies of complex systems made by multiple parts respecting feasibility and vehicle packaging constraints with CAD teamGuarantees the application of design rules and best practicesBe responsible for the alert to the stakeholders in case of non-convergence (escalation process with Cis and/or Cps)Analyze CAE and Physical test reports and, in case of need, introduce the changes to fulfill the target in agreement with the Eng. SpecialistEnsure QCDP status of scope is achieved/prepare QCDP status for CP and for project reviewsAnimation of a technical meeting with stakeholdersLead ""technical"" issues and change managementDrive the convergence of the condition plan with all stakeholdersEnsure the deadline for deliveries & releaseBuild the schedule (nomenclature and associated deadlines) of its scope.  Deliveries :3D parts robust & deliveries on timeQCDP SynthesisBOMRelease partsPlanning",catia*microsoft office*microsoft*engineering*3d*animation*communication*computer science*information technology (it)*
